"","id","baboons.3-6","baboons.6-9","baboons.birth-3","baboons.gest","baboons.peri.concpt","banded.mongoose.3-6","banded.mongoose.6-9","banded.mongoose.birth-3","banded.mongoose.gest","banded.mongoose.peri.concpt","bb.jackal.3-6","bb.jackal.6-9","bb.jackal.birth-3","bb.jackal.gest","bb.jackal.peri.concpt","be.fox.3-6","be.fox.6-9","be.fox.birth-3","be.fox.gest","be.fox.peri.concpt","buffalo.3-6","buffalo.6-9","buffalo.birth-3","buffalo.gest","buffalo.peri.concpt","bushbuck.3-6","bushbuck.6-9","bushbuck.birth-3","bushbuck.gest","bushbuck.peri.concpt","cattle.3-6","cattle.6-9","cattle.birth-3","cattle.gest","cattle.peri.concpt","cheetah.3-6","cheetah.6-9","cheetah.birth-3","cheetah.gest","cheetah.peri.concpt","eland.3-6","eland.6-9","eland.birth-3","eland.gest","eland.peri.concpt","elephant.3-6","elephant.6-9","elephant.birth-3","elephant.gest","elephant.peri.concpt","giraffe.3-6","giraffe.6-9","giraffe.birth-3","giraffe.gest","giraffe.peri.concpt","gnu.3-6","gnu.6-9","gnu.birth-3","gnu.gest","gnu.peri.concpt","gnu.zebra.3-6","gnu.zebra.6-9","gnu.zebra.birth-3","gnu.zebra.gest","gnu.zebra.peri.concpt","grants.3-6","grants.6-9","grants.birth-3","grants.gest","grants.peri.concpt","hartebeast.3-6","hartebeast.6-9","hartebeast.birth-3","hartebeast.gest","hartebeast.peri.concpt","hippo.3-6","hippo.6-9","hippo.birth-3","hippo.gest","hippo.peri.concpt","impala.3-6","impala.6-9","impala.birth-3","impala.gest","impala.peri.concpt","lion.3-6","lion.6-9","lion.birth-3","lion.gest","lion.peri.concpt","oribi.3-6","oribi.6-9","oribi.birth-3","oribi.gest","oribi.peri.concpt","ostrich.3-6","ostrich.6-9","ostrich.birth-3","ostrich.gest","ostrich.peri.concpt","other.3-6","other.6-9","other.birth-3","other.gest","other.peri.concpt","reedbuck.3-6","reedbuck.6-9","reedbuck.birth-3","reedbuck.gest","reedbuck.peri.concpt","shoats.3-6","shoats.6-9","shoats.birth-3","shoats.gest","shoats.peri.concpt","slender.mongoose.3-6","slender.mongoose.6-9","slender.mongoose.birth-3","slender.mongoose.gest","slender.mongoose.peri.concpt","spotted.hyena.3-6","spotted.hyena.6-9","spotted.hyena.birth-3","spotted.hyena.gest","spotted.hyena.peri.concpt","ss.jackal.3-6","ss.jackal.6-9","ss.jackal.birth-3","ss.jackal.gest","ss.jackal.peri.concpt","thom.topi.3-6","thom.topi.6-9","thom.topi.birth-3","thom.topi.gest","thom.topi.peri.concpt","thomsons.3-6","thomsons.6-9","thomsons.birth-3","thomsons.gest","thomsons.peri.concpt","topi.3-6","topi.6-9","topi.birth-3","topi.gest","topi.peri.concpt","total.3-6","total.6-9","total.birth-3","total.gest","total.peri.concpt","warthog.3-6","warthog.6-9","warthog.birth-3","warthog.gest","warthog.peri.concpt","waterbuck.3-6","waterbuck.6-9","waterbuck.birth-3","waterbuck.gest","waterbuck.peri.concpt","zebra.3-6","zebra.6-9","zebra.birth-3","zebra.gest","zebra.peri.concpt","num.transects.3-6","num.transects.6-9","num.transects.birth-3","num.transects.gest","num.transects.peri.concpt","last.updated","sample.id","eartag","name","prev.id","sex","age.class","status","first.seen","den.grad","disappeared","mom","birthdate","number.littermates","litrank","arrived.den","leave.den","fate","mortality.source","death.date","weaned","clan","park","misc.notes"
"51","nmlk",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.77083333333333,0.78125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.208333333333333,0,0,0,0,0,0,0,0,0.0892857142857143,0.208333333333333,0.0892857142857143,0,0,7.32142857142857,0.208333333333333,0.357142857142857,0,0,26.6964285714286,2.08333333333333,6.33928571428571,0.104166666666667,0,1.16071428571429,1.04166666666667,1.07142857142857,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.05357142857143,28.3333333333333,28.75,38.6458333333333,19.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0892857142857143,0,1.5625,2.76785714285714,5.625,4.28571428571429,9.27083333333333,5.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8035714285714,93.9583333333333,132.946428571429,134.270833333333,95.9375,15.5357142857143,47.2916666666667,91.0714285714286,106.145833333333,67.96875,10.2678571428571,46.6666666666667,41.875,28.125,27.96875,60.0892857142857,135.625,176.607142857143,191.5625,126.25,1.51785714285714,4.16666666666667,2.76785714285714,6.25,2.1875,0,0,0.267857142857143,1.25,0.78125,19.375,1.875,5.98214285714286,0.104166666666667,0,14,6,14,12,8,NA,"377","","namelok","","m","c","r","20-sep-07",NA,"04-dec-07","nana","10-may-07","1","1",NA,"","k","lion","04-dec-07",NA,"mara.river","",""
"52","norm",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,0,0.208333333333333,0,0,0,0,0,0,0,0,0,0.208333333333333,0.0892857142857143,0.104166666666667,0,141.805555555556,0.208333333333333,7.32142857142857,0.3125,0,157.916666666667,2.08333333333333,26.6964285714286,7.08333333333333,0.138888888888889,0,1.04166666666667,1.16071428571429,1.25,0,0,0,0,0,NA,NA,NA,NA,NA,26.25,38.75,28.3333333333333,2.05357142857143,32.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6.66666666666667,4.58333333333333,5.625,2.76785714285714,4.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.972222222222,107.083333333333,93.9583333333333,25.8035714285714,124.895833333333,60.2777777777778,76.9444444444444,47.2916666666667,15.5357142857143,76.5625,50.6944444444444,30.1388888888889,46.6666666666667,10.2678571428571,48.3333333333333,150.555555555556,312.916666666667,135.625,60.0892857142857,172.1875,3.47222222222222,4.02777777777778,4.16666666666667,1.51785714285714,2.39583333333333,1.80555555555556,0.555555555555556,0,0,0.3125,0,16.1111111111111,1.875,19.375,6.77083333333333,9,9,6,14,12,NA,NA,"","normandy","","u","c","r","19-jan-08",NA,NA,"com","15-nov-07","1","1",NA,"","a","",NA,NA,"mara.river","",""
"53","ppr",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,0,0.208333333333333,0,0,0,0,0,0,0,0,0,0.208333333333333,0.0892857142857143,0.125,0,141.805555555556,0,0.0892857142857143,10.5,0,160.833333333333,1.875,19.375,18.75,0.138888888888889,0.138888888888889,0.416666666666667,1.42857142857143,1.5,0,0,0,0,0,NA,NA,NA,NA,NA,33.0555555555556,31.9444444444444,28.3333333333333,0.803571428571429,31.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,7.08333333333333,3.61111111111111,5.83333333333333,3.48214285714286,3.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.138888888889,84.1666666666667,101.458333333333,22.3214285714286,87.5,64.3055555555556,69.4444444444444,55.2083333333333,11.6964285714286,65.625,65.8333333333333,14.7222222222222,46.25,10.625,21.875,177.361111111111,284.166666666667,143.333333333333,49.4642857142857,145.375,4.02777777777778,2.91666666666667,4.79166666666667,1.96428571428571,2,1.66666666666667,0.555555555555556,0.208333333333333,0,0,0,19.0277777777778,1.875,19.2857142857143,8.25,9,9,6,14,10,NA,NA,"","peter packrat","","f","c","r","18-jan-08",NA,NA,"atar","09-dec-07","1","1",NA,"","a","",NA,NA,"mara.river","",""
"54","pri",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77083333333333,0,0.625,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0,101.875,122.1875,0.104166666666667,7.39583333333333,0.875,119.166666666667,129.270833333333,0,1.25,0,0.625,0.416666666666667,0,0,0,0,0,NA,NA,NA,NA,NA,38.6458333333333,31.9791666666667,15.75,3.54166666666667,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.104166666666667,1.25,0.833333333333333,0,9.27083333333333,4.47916666666667,4.25,2.29166666666667,5.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.270833333333,135.208333333333,84.625,19.375,71.1458333333333,106.145833333333,98.6458333333333,57.875,10.2083333333333,58.0208333333333,28.125,36.5625,26.75,9.16666666666667,13.125,191.5625,183.541666666667,109.75,146.666666666667,214.166666666667,6.25,2.8125,1.75,0.833333333333333,1.97916666666667,1.25,0.3125,0.625,0,0.416666666666667,0.104166666666667,6.97916666666667,0.875,17.2916666666667,7.08333333333333,12,12,10,6,12,NA,NA,"","primeau","","m","c","r","18-nov-06",NA,NA,"crdn","01-nov-06","0",NA,NA,"","a","",NA,NA,"mara.river","",""
"55","rat",0.625,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04166666666667,1.25,0.416666666666667,0,1.14583333333333,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.1875,0,0,0,0.104166666666667,0,0.446428571428571,0,0,0,0,0,0,0,0,225.9375,0,230.416666666667,0,2.1875,245.9375,0.982142857142857,246.979166666667,1.125,17.6041666666667,0.3125,1.60714285714286,0,1.625,0.833333333333333,0,0,0,0,0,0,0,0,0,0,2.91666666666667,33.75,8.54166666666667,10,6.45833333333333,NA,NA,NA,NA,NA,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,2.39583333333333,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,149.732142857143,87.8125,83.375,62.9166666666667,35.7291666666667,89.375,48.0208333333333,65.75,39.4791666666667,11.7708333333333,60.3571428571429,39.7916666666667,17.625,23.4375,302.5,192.232142857143,345.416666666667,99.375,94.7916666666667,1.97916666666667,2.05357142857143,1.5625,2.25,3.33333333333333,0,1.16071428571429,0.104166666666667,1,0,20,0.982142857142857,16.5625,1.125,15.4166666666667,12,14,12,10,12,"21-apr-12",NA,"","rat","ralph = cub name","m","c","r","18-oct-11",NA,NA,"mord","06-may-11","1","2",NA,"","a","",NA,NA,"mara.river","",""
"56","rc",0,3.75,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,395.625,6.5,NA,NA,223.541666666667,431,26.625,NA,NA,279.583333333333,0.25,0.375,NA,NA,0.208333333333333,0,0,NA,NA,0,NA,NA,NA,NA,NA,9.875,5.375,NA,NA,0.416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,8.625,12.125,NA,NA,2.08333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.25,70.375,NA,NA,62.2916666666667,27.25,46.75,NA,NA,44.375,30,23.625,NA,NA,17.9166666666667,515.375,126.625,NA,NA,346.458333333333,6.125,7.5,NA,NA,1.875,1.625,0,NA,NA,0,35.375,20.125,NA,NA,56.0416666666667,10,10,NA,NA,6,"23-sep-09",NA,"","red cliffs","","u","c","r","19-jul-09",NA,NA,"com","15-feb-09","1","2",NA,"","a","",NA,NA,"mara.river","",""
"57","rch",0.625,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04166666666667,1.25,0.416666666666667,0,1.14583333333333,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.1875,0,0,0,0.104166666666667,0,0.446428571428571,0,0,0,0,0,0,0,0,225.9375,0,230.416666666667,0,2.1875,245.9375,0.982142857142857,246.979166666667,1.125,17.6041666666667,0.3125,1.60714285714286,0,1.625,0.833333333333333,0,0,0,0,0,0,0,0,0,0,2.91666666666667,33.75,8.54166666666667,10,6.45833333333333,NA,NA,NA,NA,NA,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,2.39583333333333,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,149.732142857143,87.8125,83.375,62.9166666666667,35.7291666666667,89.375,48.0208333333333,65.75,39.4791666666667,11.7708333333333,60.3571428571429,39.7916666666667,17.625,23.4375,302.5,192.232142857143,345.416666666667,99.375,94.7916666666667,1.97916666666667,2.05357142857143,1.5625,2.25,3.33333333333333,0,1.16071428571429,0.104166666666667,1,0,20,0.982142857142857,16.5625,1.125,15.4166666666667,12,14,12,10,12,"21-apr-12",NA,"","roach","tern= cub name","u","c","r","18-oct-11",NA,NA,"mord","06-may-11","1","1",NA,"","a","",NA,NA,"mara.river","",""
"58","rosa",NA,NA,0,0.480769230769231,0,NA,NA,0,2.98076923076923,NA,NA,NA,2.5,0.673076923076923,NA,NA,NA,0,0.192307692307692,NA,NA,NA,0,0.192307692307692,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,0,0.192307692307692,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,10.625,157.596153846154,0.875,NA,NA,61.25,225,1.875,NA,NA,0,0.480769230769231,0.277777777777778,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,58.75,31.7307692307692,10.75,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0.192307692307692,0,NA,NA,0,1.63461538461538,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0.480769230769231,NA,NA,NA,0,0,NA,NA,NA,156.25,122.596153846154,56.875,NA,NA,43.75,53.3653846153846,39.125,NA,NA,112.5,69.2307692307692,17.75,NA,NA,290.625,392.211538461538,73.375,NA,NA,11.875,5.28846153846154,3.5,NA,NA,0,0.0961538461538462,0.138888888888889,NA,NA,50.625,67.4038461538462,1,NA,NA,2,13,10,"20-may-15",NA,"","rosa parks","","","c","r","20-aug-13",NA,NA,"mhal","05-dec-12",NA,NA,NA,"","a","",NA,NA,"mara.river","",""
"59","sach",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.625,0,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.875,0,146.625,14.6875,75.9375,119.166666666667,0.875,155.125,24.8958333333333,97.96875,0.625,0,0.5,0,2.1875,0,0,0,0,0,NA,NA,NA,NA,NA,3.54166666666667,15.75,3.625,9.0625,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,1.25,0,0,0,2.29166666666667,4.25,2,9.375,7.34375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.375,84.625,78.125,60.625,64.0625,10.2083333333333,57.875,65.625,47.6041666666667,30.625,9.16666666666667,26.75,12.5,13.0208333333333,33.4375,146.666666666667,109.75,240.875,113.333333333333,178.59375,0.833333333333333,1.75,1.5,6.45833333333333,5,0,0.625,0,0.416666666666667,0.15625,17.2916666666667,0.875,8.5,10.2083333333333,22.03125,6,10,10,12,8,"20-apr-07",NA,"","sachmo","","u","c","r","13-jul-06","07-dec-06","25-jan-07","peeb","04-may-06",NA,NA,"07-dec-06","12/07/06 00:00:00","u","",NA,NA,"mara.river","",""
"60","salt",NA,NA,NA,0,0.568181818181818,NA,NA,NA,3.75,2.32142857142857,NA,NA,NA,1.45833333333333,0,NA,NA,NA,0.416666666666667,0,NA,NA,NA,0,0.227272727272727,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0.208333333333333,0.113636363636364,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,3.54166666666667,184.318181818182,NA,NA,NA,53.125,236.931818181818,NA,NA,NA,0.625,0.227272727272727,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,65.8333333333333,2.27272727272727,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0.227272727272727,NA,NA,NA,3.54166666666667,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0.833333333333333,0.178571428571429,NA,NA,NA,0,0,NA,NA,NA,156.041666666667,74.7727272727273,NA,NA,NA,51.875,46.9318181818182,NA,NA,NA,104.166666666667,27.8409090909091,NA,NA,NA,295,320,NA,NA,NA,9.16666666666667,2.95454545454545,NA,NA,NA,0,0.113636363636364,NA,NA,NA,49.5833333333333,52.6136363636364,NA,NA,NA,6,11,"05-jun-15",NA,"","saltatory","","u","c","r","16-may-13",NA,NA,"rway","10-feb-13","1",NA,NA,"","a","",NA,NA,"mara.river","tk",""
"61","sars",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.416666666666667,0.75,0.625,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.178571428571429,0,0,0,0,0,0.208333333333333,0,0,0,0.178571428571429,0.104166666666667,0,230.416666666667,0.875,60.3571428571429,630,1.125,246.979166666667,13.625,74.1964285714286,633.333333333333,1.625,0,1,0.982142857142857,0,0,0,0,0,0,0,0,0,0.125,NA,10,8.54166666666667,7.625,2.85714285714286,70.7291666666667,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0.0892857142857143,1.04166666666667,0,0,1.25,7.05357142857143,9.375,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.375,87.8125,68.875,47.7678571428571,75.625,65.75,48.0208333333333,41.25,37.1428571428571,64.4791666666667,17.625,39.7916666666667,27.625,10.625,11.1458333333333,99.375,345.416666666667,96.25,138.928571428571,798.4375,2.25,1.5625,3.125,4.19642857142857,5.3125,1,0.104166666666667,0,0.714285714285714,2.70833333333333,1.125,16.5625,12.75,13.8392857142857,3.33333333333333,10,12,10,14,12,"03-may-12",NA,"","sars","","","c","r",NA,NA,NA,"mrl","09-nov-10","2",NA,NA,"","a","",NA,NA,"mara.river","",""
"62","shef",0,3.125,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78125,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,392.5,72.3958333333333,NA,NA,215.875,402.34375,116.458333333333,NA,NA,255.625,0,0.520833333333333,NA,NA,0.125,0,0,NA,NA,0,NA,NA,NA,NA,NA,12.1875,3.54166666666667,NA,NA,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,8.28125,10.9375,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1875,79.7916666666667,NA,NA,65.375,25.46875,41.7708333333333,NA,NA,48.375,16.71875,38.0208333333333,NA,NA,17,473.28125,221.666666666667,NA,NA,334.25,5.46875,7.29166666666667,NA,NA,2.375,2.03125,0,NA,NA,0,9.84375,44.0625,NA,NA,39.75,8,12,NA,NA,10,NA,NA,"","","","m","c","r",NA,NA,NA,"koko","20-jan-09","1","1",NA,"","a","",NA,NA,"mara.river","",""
"63","snik",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29166666666667,0,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208333333333333,0,101.875,122.1875,0.104166666666667,0.416666666666667,1.09375,119.166666666667,129.270833333333,0,1.25,0,0.625,0.416666666666667,0,0,0,0,0,NA,NA,NA,NA,NA,43.9583333333333,34.375,3.59375,3.54166666666667,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.104166666666667,1.5625,0.833333333333333,0,9.6875,3.85416666666667,4.375,2.29166666666667,5.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.5625,152.8125,48.4375,19.375,71.1458333333333,102.1875,115.729166666667,35.15625,10.2083333333333,58.0208333333333,39.375,37.0833333333333,13.28125,9.16666666666667,13.125,205,195.3125,61.875,146.666666666667,214.166666666667,6.14583333333333,2.08333333333333,2.1875,0.833333333333333,1.97916666666667,1.25,0.416666666666667,0.625,0,0.416666666666667,0.104166666666667,0.208333333333333,1.09375,17.2916666666667,7.08333333333333,12,12,8,6,12,"23-sep-09",NA,"","snickers","","u","c","r","07-nov-60",NA,"28-jan-07","mls","20-oct-06","1","1",NA,"","u","",NA,NA,"mara.river","",""
"64","snrl",0,0,0,0,0.625,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0.25,0.3125,2.29166666666667,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0.104166666666667,1.35416666666667,0.833333333333333,0,0,0,0.520833333333333,0,0,0,0,0,0,0,1.25,0,0.416666666666667,235.3125,0,26.3636363636364,2.08333333333333,1.875,260.625,0,0.5,0.3125,1.5625,0.3125,0,0,0,0,0,0,0,0,0,0,20,7.27272727272727,30.4166666666667,15.4166666666667,2.08333333333333,NA,0,NA,NA,NA,0,0,0,0,0,0,0.125,0.729166666666667,1.14583333333333,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,106.25,58.2954545454545,144.479166666667,120.104166666667,65,69.375,33.8636363636364,81.9791666666667,77.2916666666667,30.5208333333333,36.875,24.4318181818182,62.5,42.8125,34.4791666666667,127.5,96.3636363636364,181.25,147.1875,330.9375,0.625,3.52272727272727,2.8125,1.5625,1.45833333333333,0.625,0.125,0,1.35416666666667,0,0,25.1136363636364,2.08333333333333,1.45833333333333,25.3125,2,11,12,12,12,"02-may-12",NA,"","sonny rollins","","","c","r","30-jan-12",NA,NA,"peeb","02-jan-12","1",NA,NA,"","a","",NA,NA,"mara.river","",""
"65","spnk",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.277777777777778,1.42857142857143,NA,NA,0,0,0,NA,NA,0,0,0.178571428571429,NA,NA,215.875,50.9722222222222,0,NA,NA,255.625,60.2777777777778,1.60714285714286,NA,NA,0.125,0.138888888888889,0.357142857142857,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8.25,32.6388888888889,48.0357142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.5,4.58333333333333,7.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.375,124.305555555556,97.3214285714286,NA,NA,48.375,75.1388888888889,56.4285714285714,NA,NA,17,49.1666666666667,40.8928571428571,NA,NA,334.25,226.388888888889,162.678571428571,NA,NA,2.375,3.61111111111111,3.57142857142857,NA,NA,0,0.555555555555556,2.32142857142857,NA,NA,39.75,9.30555555555556,1.60714285714286,NA,NA,10,9,7,NA,NA,"","","","","c","r",NA,NA,NA,"brz","20-jul-08","0",NA,NA,"","a","",NA,NA,"mara.river","",""
"66","sray",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729166666666667,0.75,0,0.416666666666667,1.77083333333333,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.208333333333333,0,0,0,0,0,0,0.104166666666667,0.104166666666667,0,0.208333333333333,0,0,0.104166666666667,0.208333333333333,70,0.375,630.833333333333,0,0,90.7291666666667,3.875,637.8125,0,1.25,1.04166666666667,2.625,0.104166666666667,0,0,0,0,0,0,0,0.104166666666667,0,NA,NA,NA,1.45833333333333,11.25,23.6458333333333,76.6666666666667,20.625,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0.104166666666667,0,0,1.04166666666667,1.25,5.9375,0.25,6.66666666666667,14.2708333333333,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5833333333333,78.125,60.2083333333333,112.1875,93.3333333333333,34.6875,52.125,48.8541666666667,87.7083333333333,47.0833333333333,9.89583333333333,26,11.3541666666667,24.4791666666667,46.25,148.645833333333,101,735,217.395833333333,130.208333333333,2.70833333333333,3.125,6.14583333333333,7.1875,4.27083333333333,0.833333333333333,1,0.3125,5.41666666666667,0,20.7291666666667,3.5,6.97916666666667,0,1.25,12,10,12,12,12,"03-may-12",NA,"","sugar ray robinson","","","c","r",NA,NA,NA,"mre","03-jun-10","1",NA,NA,"","a","",NA,NA,"mara.river","",""
"67","thm",0,3.75,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,395.625,6.5,NA,NA,223.541666666667,431,26.625,NA,NA,279.583333333333,0.25,0.375,NA,NA,0.208333333333333,0,0,NA,NA,0,NA,NA,NA,NA,NA,9.875,5.375,NA,NA,0.416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,8.625,12.125,NA,NA,2.08333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.25,70.375,NA,NA,62.2916666666667,27.25,46.75,NA,NA,44.375,30,23.625,NA,NA,17.9166666666667,515.375,126.625,NA,NA,346.458333333333,6.125,7.5,NA,NA,1.875,1.625,0,NA,NA,0,35.375,20.125,NA,NA,56.0416666666667,10,10,NA,NA,6,"23-sep-09",NA,"","thermopylae","","m","c","r","19-jul-09",NA,NA,"com","15-feb-09","1","1",NA,"","a","",NA,NA,"mara.river","",""
