"","id","baboons.3-6","baboons.6-9","baboons.birth-3","baboons.gest","baboons.peri.concpt","banded.mongoose.3-6","banded.mongoose.6-9","banded.mongoose.birth-3","banded.mongoose.gest","banded.mongoose.peri.concpt","bb.jackal.3-6","bb.jackal.6-9","bb.jackal.birth-3","bb.jackal.gest","bb.jackal.peri.concpt","be.fox.3-6","be.fox.6-9","be.fox.birth-3","be.fox.gest","be.fox.peri.concpt","buffalo.3-6","buffalo.6-9","buffalo.birth-3","buffalo.gest","buffalo.peri.concpt","bushbuck.3-6","bushbuck.6-9","bushbuck.birth-3","bushbuck.gest","bushbuck.peri.concpt","cattle.3-6","cattle.6-9","cattle.birth-3","cattle.gest","cattle.peri.concpt","cheetah.3-6","cheetah.6-9","cheetah.birth-3","cheetah.gest","cheetah.peri.concpt","eland.3-6","eland.6-9","eland.birth-3","eland.gest","eland.peri.concpt","elephant.3-6","elephant.6-9","elephant.birth-3","elephant.gest","elephant.peri.concpt","giraffe.3-6","giraffe.6-9","giraffe.birth-3","giraffe.gest","giraffe.peri.concpt","gnu.3-6","gnu.6-9","gnu.birth-3","gnu.gest","gnu.peri.concpt","grants.3-6","grants.6-9","grants.birth-3","grants.gest","grants.peri.concpt","hartebeast.3-6","hartebeast.6-9","hartebeast.birth-3","hartebeast.gest","hartebeast.peri.concpt","hippo.3-6","hippo.6-9","hippo.birth-3","hippo.gest","hippo.peri.concpt","impala.3-6","impala.6-9","impala.birth-3","impala.gest","impala.peri.concpt","lion.3-6","lion.6-9","lion.birth-3","lion.gest","lion.peri.concpt","oribi.3-6","oribi.6-9","oribi.birth-3","oribi.gest","oribi.peri.concpt","ostrich.3-6","ostrich.6-9","ostrich.birth-3","ostrich.gest","ostrich.peri.concpt","other.3-6","other.6-9","other.birth-3","other.gest","other.peri.concpt","reedbuck.3-6","reedbuck.6-9","reedbuck.birth-3","reedbuck.gest","reedbuck.peri.concpt","shoats.3-6","shoats.6-9","shoats.birth-3","shoats.gest","shoats.peri.concpt","slender.mongoose.3-6","slender.mongoose.6-9","slender.mongoose.birth-3","slender.mongoose.gest","slender.mongoose.peri.concpt","spotted.hyena.3-6","spotted.hyena.6-9","spotted.hyena.birth-3","spotted.hyena.gest","spotted.hyena.peri.concpt","ss.jackal.3-6","ss.jackal.6-9","ss.jackal.birth-3","ss.jackal.gest","ss.jackal.peri.concpt","thomsons.3-6","thomsons.6-9","thomsons.birth-3","thomsons.gest","thomsons.peri.concpt","topi.3-6","topi.6-9","topi.birth-3","topi.gest","topi.peri.concpt","total.3-6","total.6-9","total.birth-3","total.gest","total.peri.concpt","warthog.3-6","warthog.6-9","warthog.birth-3","warthog.gest","warthog.peri.concpt","waterbuck.3-6","waterbuck.6-9","waterbuck.birth-3","waterbuck.gest","waterbuck.peri.concpt","zebra.3-6","zebra.6-9","zebra.birth-3","zebra.gest","zebra.peri.concpt","num.transects.3-6","num.transects.6-9","num.transects.birth-3","num.transects.gest","num.transects.peri.concpt","last.updated","sample.id","eartag","name","prev.id","sex","age.class","status","first.seen","den.grad","disappeared","mom","birthdate","number.littermates","litrank","arrived.den","leave.den","fate","mortality.source","death.date","weaned","clan","park","misc.notes"
"23","dara",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.85185185185185,NA,NA,NA,NA,0,NA,NA,NA,NA,0.925925925925926,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,16.6666666666667,NA,NA,NA,NA,24.0740740740741,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,4.62962962962963,NA,NA,NA,NA,1,"14-sep-15","1122",NA,"fal dara","","f","c","r","11-mar-13",NA,"11-nov-13","saw","16-feb-13","1","2",NA,"","a","",NA,NA,"happy.zebra","tr",""
"24","euch",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617283950617284,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4.32098765432099,NA,NA,NA,NA,0,NA,NA,NA,NA,0.308641975308642,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,7.40740740740741,NA,NA,NA,NA,14.1975308641975,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1.54320987654321,NA,NA,NA,NA,3,"18-apr-15","1161",NA,"euchre","","m","c","r","16-feb-13","05-oct-13","21-jan-16","csby","12-jan-13","1","1",NA,"","a","",NA,NA,"happy.zebra","tr",""
"25","baca",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617283950617284,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4.32098765432099,NA,NA,NA,NA,0,NA,NA,NA,NA,0.308641975308642,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,7.40740740740741,NA,NA,NA,NA,14.1975308641975,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1.54320987654321,NA,NA,NA,NA,3,"18-apr-15",NA,NA,"baccarat","","m","c","r","16-feb-13","24-sep-13","05-nov-15","csby","12-jan-13","1","2",NA,"","a","",NA,NA,"happy.zebra","tr","check dfs"
"26","natg",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.617283950617284,1.85185185185185,39.3518518518518,0.617283950617284,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.154320987654321,0.154320987654321,0,0,4.32098765432099,0.925925925925926,0.154320987654321,0,0,0,0,0,0,0,0.308641975308642,0,155.246913580247,0,0,0,0,0,0,0,0,1.23456790123457,0,0.154320987654321,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.32098765432099,41.5123456790123,0.617283950617284,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.154320987654321,0.462962962962963,0,0,7.40740740740741,1.69753086419753,12.3456790123457,6.32716049382716,0,14.1975308641975,11.7283950617284,325.925925925926,12.5,0,0,1.38888888888889,1.85185185185185,0,0,0,0,0,0,0,1.54320987654321,0,74.8456790123457,4.78395061728395,1,3,6,6,6,"13-nov-14","1173",NA,"national geographic","","m","c","r","10-mar-12","08-oct-12","21-jan-16","hwk","17-dec-11",NA,NA,NA,"","a","",NA,NA,"happy.zebra","tr",""
"27","malo",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.617283950617284,2.22222222222222,39.3518518518518,0.617283950617284,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.185185185185185,0.154320987654321,0,0,4.32098765432099,0.37037037037037,0.771604938271605,0,0,0,0,0,0,0,0.308641975308642,0,155.246913580247,0,0,0,0,0,0,0,0,1.48148148148148,0,0.154320987654321,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.44444444444444,41.9753086419753,0.771604938271605,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.185185185185185,0.462962962962963,0,0,7.40740740740741,1.66666666666667,12.3456790123457,6.6358024691358,0,14.1975308641975,12.2222222222222,326.697530864198,13.2716049382716,0,0,1.66666666666667,1.69753086419753,0.154320987654321,0,0,0,0,0,0,1.54320987654321,0,74.6913580246914,4.93827160493827,1,3,5,6,6,"14-sep-15","1099",NA,"malotrus","","m","c","r","24-jan-12","24-oct-12","07-oct-13","saw","27-dec-11",NA,NA,NA,"","k","humans(car)","07-oct-13",NA,"happy.zebra","tr","2 cryo vials jaw muscle and ear tissue"
"28","nvrl",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.4978902953586,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.31034482758621,1.16033755274262,1.98915009041591,1.4367816091954,0,0.574712643678161,0,2.21674876847291,0,0,0,0,0,0,0.632911392405063,1071.47170085843,0,135.714285714286,101.72777535283,0.253164556962025,2.29885057471264,0,0.54249547920434,0.632911392405063,0,0,0,0,0.28735632183908,0,0,0,0,0,0,0.210970464135021,0,2.26039783001808,0.316455696202532,NA,NA,NA,NA,NA,0,0,0.316455696202532,0,0,0.506329113924051,0.210970464135021,0.949367088607595,0.361663652802893,0.105485232067511,0.759493670886076,12.9819583878947,16.6557544012804,7.95348257155328,2.70260439400553,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0126582278481,6.46006110868616,1.78233667976139,15.2709359605911,90.7864105921723,1.39240506329114,21.6317474174305,2.42616033755274,3.43580470162749,2.77899025170959,44.1772151898734,1297.98850574713,60.3048159464571,202.743655297125,315.38993161647,0,5.58707987778263,2.73170376836898,2.84342458065723,0.527426160337553,0,0,0,0,0,39.620253164557,172.250109122654,22.7848101265823,30.1552659474964,114.087734613706,10,12,12,14,12,"14-sep-15","1004",NA,"neverland","","m","c","r","16-feb-09",NA,"16-feb-09","saw","01-feb-09","1",NA,NA,"","k","killed by a conspecific","16-feb-09",NA,"happy.zebra","tr","necropsy done"
"29","neut",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.452079566003617,0,11.4978902953586,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31034482758621,0.723327305605787,0,1.16033755274262,1.79324894514768,0.574712643678161,3.53869177526969,0,0,2.58620689655172,0,0,0,0,0,1071.47170085843,479.166926482509,0.632911392405063,0,158.333333333333,2.29885057471264,0,0.253164556962025,0,0.632911392405063,0,0,0,0,0,0,0,0,0,0,0.210970464135021,3.77252603354742,0,0,2.63713080168776,NA,NA,NA,NA,NA,0,0,0,0.316455696202532,0,0.210970464135021,0.0904159132007233,0.506329113924051,0.949367088607595,0.421940928270042,12.9819583878947,10.3510631664276,0.759493670886076,16.6557544012804,6.70013094718464,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46006110868616,9.39390160254412,1.0126582278481,1.78233667976139,16.6666666666667,21.6317474174305,4.03442040281848,1.39240506329114,2.42616033755274,3.69198312236287,1297.98850574713,555.499781754692,44.1772151898734,60.3048159464571,219.994907609486,5.58707987778263,5.54654860634782,0,2.73170376836898,1.26582278481013,0,0,0,0,0,172.250109122654,38.4298809004178,39.620253164557,22.7848101265823,25.2655317910665,12,14,10,12,12,"22-jan-12",NA,NA,"neutrino","","u","c","r","06-may-09",NA,"19-jul-09","","29-apr-09","1",NA,NA,"","a","",NA,NA,"happy.zebra","tr",""
"30","anth",0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316455696202532,NA,0.791139240506329,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1.26582278481013,0.28735632183908,4.02298850574713,12.0689655172414,NA,5.33064164120471,0.574712643678161,0,0,NA,0,0,0,0,NA,0,759.471846355303,329.2194092827,0,NA,0,1.14942528735632,1.36039575149134,0.316455696202532,NA,0,0,0,0,NA,0,0,0,0,NA,6.17088607594937,0.498326785974102,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0.316455696202532,NA,0.158227848101266,0.210970464135021,0.421940928270042,13.018332605849,NA,10.421213443911,10.1302197002764,6.66739415102575,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6.0126582278481,10.497599301615,0.392841553906591,1.58227848101266,NA,5.67983413356613,19.1983122362869,3.67015859159028,27.9353993889131,NA,41.0792230467045,934.490033464281,433.587952859014,0.316455696202532,NA,2.87538192928852,7.90775498326786,0.862068965517241,0,NA,0,0,0,0,NA,2.37341772151899,124.563509384548,86.9707551287647,4,NA,8,12,12,"14-sep-15",NA,NA,"anthrax","","u","c","r","24-dec-09",NA,"27-jun-10","silk","30-nov-09","1",NA,NA,"","a","",NA,NA,"happy.zebra","tr",""
"31","asbe",0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316455696202532,NA,0.791139240506329,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1.26582278481013,0.28735632183908,4.02298850574713,12.0689655172414,NA,5.33064164120471,0.574712643678161,0,0,NA,0,0,0,0,NA,0,759.471846355303,329.2194092827,0,NA,0,1.14942528735632,1.36039575149134,0.316455696202532,NA,0,0,0,0,NA,0,0,0,0,NA,6.17088607594937,0.498326785974102,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0.316455696202532,NA,0.158227848101266,0.210970464135021,0.421940928270042,13.018332605849,NA,10.421213443911,10.1302197002764,6.66739415102575,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6.0126582278481,10.497599301615,0.392841553906591,1.58227848101266,NA,5.67983413356613,19.1983122362869,3.67015859159028,27.9353993889131,NA,41.0792230467045,934.490033464281,433.587952859014,0.316455696202532,NA,2.87538192928852,7.90775498326786,0.862068965517241,0,NA,0,0,0,0,NA,2.37341772151899,124.563509384548,86.9707551287647,4,NA,8,12,12,"14-sep-15",NA,NA,"asbestos","","u","c","r","24-dec-09",NA,"27-jun-10","silk","30-nov-09","1",NA,NA,"","a","",NA,NA,"happy.zebra","tr",""
"32","pboy",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5462962962963,0.925925925925926,0.154320987654321,47.2222222222222,0.740740740740741,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231481481481481,0,0,0.185185185185185,0,0,5.55555555555556,1.08024691358025,0,0,0,0,0,0,0,0,0,0,186.296296296296,0,0,0,0,0,0,0,0,1.23456790123457,0.185185185185185,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4.86111111111111,0,2.9320987654321,47.5925925925926,0.925925925925926,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231481481481481,0,0,0.555555555555556,0,0.231481481481481,2.77777777777778,1.85185185185185,21.6666666666667,0.37037037037037,10.1851851851852,9.25925925925926,8.95061728395062,398.703703703704,2.77777777777778,2.08333333333333,0,1.69753086419753,0.185185185185185,0,0,0,0,0,0,0,0,0,94.8148148148148,0.740740740740741,4,2,6,5,5,"14-sep-15",NA,NA,"playboy","","u","c","r","05-dec-13",NA,"11-jan-14","hwk","07-nov-11","1","2",NA,"","a","",NA,NA,"happy.zebra","tr",""
"33","arba",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22222222222222,0,39.3518518518518,0.617283950617284,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185185185185185,0,0.154320987654321,0,0,0.37037037037037,0,0.771604938271605,0,0,0,0,0,0,0,0,0,155.246913580247,0,0,0,0,0,0,0,1.48148148148148,0,0,0.154320987654321,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4.44444444444444,0,41.9753086419753,0.771604938271605,0.462962962962963,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185185185185185,0,0.462962962962963,0,0,1.66666666666667,0,12.3456790123457,6.6358024691358,0,12.2222222222222,0,326.697530864198,13.2716049382716,0.462962962962963,1.66666666666667,0,1.69753086419753,0.154320987654321,0,0,0,0,0,0,0,0,74.6913580246914,4.93827160493827,0,5,1,6,6,2,"14-sep-15","1224",NA,"arbaletta","","f","c","r","17-oct-11","26-jul-12","14-jan-17","pike","26-sep-11","1","1",NA,"","a","",NA,NA,"happy.zebra","tr",""
"34","erem",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22222222222222,0,39.3518518518518,0.617283950617284,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185185185185185,0,0.154320987654321,0,0,0.37037037037037,0,0.771604938271605,0,0,0,0,0,0,0,0,0,155.246913580247,0,0,0,0,0,0,0,1.48148148148148,0,0,0.154320987654321,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4.44444444444444,0,41.9753086419753,0.771604938271605,0.462962962962963,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185185185185185,0,0.462962962962963,0,0,1.66666666666667,0,12.3456790123457,6.6358024691358,0,12.2222222222222,0,326.697530864198,13.2716049382716,0.462962962962963,1.66666666666667,0,1.69753086419753,0.154320987654321,0,0,0,0,0,0,0,0,74.6913580246914,4.93827160493827,0,5,1,6,6,2,"14-sep-15","1220",NA,"eremet","","f","c","r","31-oct-11","26-jul-12",NA,"pike","26-sep-11","1","2",NA,"","a","",NA,NA,"happy.zebra","tr","erem  has a previous kay code  1105 11/4/2012 sample, because it is a questionable sample we decided to assign her a proper kay code now that we are sure it is her"
"35","muon",0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85185185185185,NA,0,39.9691358024691,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154320987654321,NA,0,0.154320987654321,0,0.308641975308642,NA,0.925925925925926,0,0,0,NA,0,0,0,0,NA,186.296296296296,0,0,0,NA,0,0,0,1.23456790123457,NA,0,0.154320987654321,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,0,0,0,3.7037037037037,NA,2.96296296296296,40.2777777777778,0.308641975308642,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154320987654321,NA,0,0.462962962962963,0,1.38888888888889,NA,5.37037037037037,14.5061728395062,0,10.1851851851852,NA,281.296296296296,105.555555555556,0.308641975308642,1.38888888888889,NA,2.03703703703704,0.154320987654321,0,0,NA,0,0,0,0,NA,83.7037037037037,9.87654320987654,0,6,NA,5,6,3,"14-sep-15",NA,NA,"muon","","f","a","r","10-nov-11","18-oct-12",NA,"ojy","13-oct-11","1","1",NA,"","a","",NA,NA,"happy.zebra","tr",""
"36","roxi",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.617283950617284,2.22222222222222,39.3518518518518,0.617283950617284,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.185185185185185,0.154320987654321,0,0,4.32098765432099,0.37037037037037,0.771604938271605,0,0,0,0,0,0,0,0.308641975308642,0,155.246913580247,0,0,0,0,0,0,0,0,1.48148148148148,0,0.154320987654321,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.44444444444444,41.9753086419753,0.771604938271605,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.185185185185185,0.462962962962963,0,0,7.40740740740741,1.66666666666667,12.3456790123457,6.6358024691358,0,14.1975308641975,12.2222222222222,326.697530864198,13.2716049382716,0,0,1.66666666666667,1.69753086419753,0.154320987654321,0,0,0,0,0,0,1.54320987654321,0,74.6913580246914,4.93827160493827,1,3,5,6,6,"03-nov-14",NA,NA,"roxia","","u","c","r","24-jan-12",NA,"27-apr-12","saw","27-dec-11","1","2",NA,"","a","",NA,NA,"happy.zebra","tr",""
"37","tbbt",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.617283950617284,2.22222222222222,39.3518518518518,0.617283950617284,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.185185185185185,0.154320987654321,0,0,4.32098765432099,0.37037037037037,0.771604938271605,0,0,0,0,0,0,0,0.308641975308642,0,155.246913580247,0,0,0,0,0,0,0,0,1.48148148148148,0,0.154320987654321,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.44444444444444,41.9753086419753,0.771604938271605,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.185185185185185,0.462962962962963,0,0,7.40740740740741,1.66666666666667,12.3456790123457,6.6358024691358,0,14.1975308641975,12.2222222222222,326.697530864198,13.2716049382716,0,0,1.66666666666667,1.69753086419753,0.154320987654321,0,0,0,0,0,0,1.54320987654321,0,74.6913580246914,4.93827160493827,1,3,5,6,6,"14-sep-15",NA,NA,"the big bang theory","","u","c","r","30-jan-12",NA,"13-apr-12","spb","02-jan-12","1","2",NA,"","a","",NA,NA,"happy.zebra","tr",""
"38","gold",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.617283950617284,2.22222222222222,39.3518518518518,0.617283950617284,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.185185185185185,0.154320987654321,0,0,4.32098765432099,0.37037037037037,0.771604938271605,0,0,0,0,0,0,0,0.308641975308642,0,155.246913580247,0,0,0,0,0,0,0,0,1.48148148148148,0,0.154320987654321,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.44444444444444,41.9753086419753,0.771604938271605,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.185185185185185,0.462962962962963,0,0,7.40740740740741,1.66666666666667,12.3456790123457,6.6358024691358,0,14.1975308641975,12.2222222222222,326.697530864198,13.2716049382716,0,0,1.66666666666667,1.69753086419753,0.154320987654321,0,0,0,0,0,0,1.54320987654321,0,74.6913580246914,4.93827160493827,1,3,5,6,6,"14-sep-15",NA,NA,"golden girls","","u","c","r","30-jan-12",NA,"13-apr-12","spb","02-jan-12",NA,NA,NA,"","a","",NA,NA,"happy.zebra","tr",""
"39","gfis",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3518518518518,1.85185185185185,34.2592592592593,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154320987654321,0.154320987654321,0.132275132275132,0,NA,0.771604938271605,0.308641975308642,0,0,NA,0,0,0,0,NA,155.246913580247,0,0,0,NA,0,0,0,0,NA,0,1.23456790123457,0.132275132275132,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,NA,41.9753086419753,3.7037037037037,34.5238095238095,0.462962962962963,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462962962962963,0.154320987654321,0.396825396825397,0,NA,12.3456790123457,1.38888888888889,12.4338624338624,0,NA,326.697530864198,10.1851851851852,90.4761904761905,0.462962962962963,NA,1.69753086419753,1.38888888888889,0.132275132275132,0,NA,0,0,0,0,NA,74.6913580246914,0,8.46560846560847,0,NA,6,6,7,2,NA,"18-apr-15",NA,NA,"go fish","","f","c","r","01-aug-11","24-may-12","25-jun-13","csby","04-jul-11","1","2",NA,"","","",NA,NA,"happy.zebra","tr",""
"40","qrk",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.85533453887884,13.7974683544304,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452079566003617,0.759493670886076,3.23003055434308,0,NA,2.21674876847291,0,0,0,NA,0,0,0,0,NA,0,0,227.397060963189,65.3280954459479,NA,0.54249547920434,0,0.210970464135021,0.843881856540084,NA,0,0,0.28735632183908,0,NA,0,0,0,0,NA,2.26039783001808,0,0.210970464135021,0.210970464135021,NA,NA,NA,NA,NA,NA,0.27124773960217,0,0,0,NA,1.08499095840868,0,0.105485232067511,0.210970464135021,NA,17.3972688158633,14.5569620253165,4.49585333915321,1.26582278481013,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66514934214629,1.51898734177215,29.957805907173,135.15931907464,NA,4.15913200723327,2.40506329113924,1.76414957078423,3.50647461079587,NA,73.4894306915258,43.4177215189873,370.609631892914,267.503273679616,NA,2.97437176529276,0,0.949367088607595,0.210970464135021,NA,0,0,0,0,NA,22.6102138804016,10.379746835443,102.000581987487,60.7667685144769,NA,14,10,12,6,NA,"14-sep-15",NA,NA,"quark","","f","c","r","02-nov-08",NA,"24-feb-09","ojy","15-sep-08",NA,NA,NA,"","","cause unknown",NA,NA,"happy.zebra","tr",""
